full_text,cleaning,case_folding,tokenizing,normalisasi,stopwords_removal,stemming
@ferrykoto @prabowo Tolol lu,  Tolol lu,  tolol lu,"['tolol', 'lu']",tolol kamu,tolol kamu,tolol kamu
@MasPe_22 Dukungan Presiden Prabowo jadi energi baru buat inovasi di MBG luar biasa, Dukungan Presiden Prabowo jadi energi baru buat inovasi di MBG luar biasa, dukungan presiden prabowo jadi energi baru buat inovasi di mbg luar biasa,"['dukungan', 'presiden', 'prabowo', 'jadi', 'energi', 'baru', 'buat', 'inovasi', 'di', 'mbg', 'luar', 'biasa']",dukungan presiden prabowo jadi energi baru buat inovasi di mbak luar biasa,dukungan presiden prabowo jadi energi baru buat inovasi luar biasa,dukung presiden prabowo jadi energi baru buat inovasi luar biasa
Kenapa Gibran masih dipertahankan @Gerindra ? Semua orang tahu dia tidak punya kemampuan. Semakin kalian mempertahankan Gibran semakin Prabowo terseret. https://t.co/1EHU1tmsPf,Kenapa Gibran masih dipertahankan   Semua orang tahu dia tidak punya kemampuan Semakin kalian mempertahankan Gibran semakin Prabowo terseret ,kenapa gibran masih dipertahankan   semua orang tahu dia tidak punya kemampuan semakin kalian mempertahankan gibran semakin prabowo terseret ,"['kenapa', 'gibran', 'masih', 'dipertahankan', 'semua', 'orang', 'tahu', 'dia', 'tidak', 'punya', 'kemampuan', 'semakin', 'kalian', 'mempertahankan', 'gibran', 'semakin', 'prabowo', 'terseret']",kenapa gibran masih dipertahankan semua orang tahu dia tidak punya kemampuan semakin kalian mempertahankan gibran semakin prabowo terseret,gibran dipertahankan semua orang tahu punya kemampuan semakin kalian mempertahankan gibran semakin prabowo terseret,gibran tahan semua orang tahu punya mampu makin kalian tahan gibran makin prabowo seret
@FrediRandi4 Semangat kolaborasi Danantara global semakin besar dengan adanya Joint Fund Rp 67 5 Triliun yang diwujudkan oleh Presiden Prabowo, Semangat kolaborasi Danantara global semakin besar dengan adanya Joint Fund Rp   Triliun yang diwujudkan oleh Presiden Prabowo, semangat kolaborasi danantara global semakin besar dengan adanya joint fund rp   triliun yang diwujudkan oleh presiden prabowo,"['semangat', 'kolaborasi', 'danantara', 'global', 'semakin', 'besar', 'dengan', 'adanya', 'joint', 'fund', 'rp', 'triliun', 'yang', 'diwujudkan', 'oleh', 'presiden', 'prabowo']",semangat kolaborasi danantara global semakin besar dengan adanya joint fund rp triliun yang diwujudkan oleh presiden prabowo,semangat kolaborasi danantara global semakin besar adanya joint fund rp triliun diwujudkan presiden prabowo,semangat kolaborasi danantara global makin besar ada joint fund rp triliun wujud presiden prabowo
@KotaNusantara Presiden Prabowo bawa harapan baru dengan layanan kesehatan gratis yang gampang diakses, Presiden Prabowo bawa harapan baru dengan layanan kesehatan gratis yang gampang diakses, presiden prabowo bawa harapan baru dengan layanan kesehatan gratis yang gampang diakses,"['presiden', 'prabowo', 'bawa', 'harapan', 'baru', 'dengan', 'layanan', 'kesehatan', 'gratis', 'yang', 'gampang', 'diakses']",presiden prabowo bawa harapan baru dengan layanan kesehatan gratis yang gampang diakses,presiden prabowo bawa harapan baru layanan kesehatan gratis gampang diakses,presiden prabowo bawa harap baru layan sehat gratis gampang akses
@kleponmaniz @prabowo @sjafriesjams hukum mati korupsi. Singkirkan benalu2 orang mulyono.,   hukum mati korupsi Singkirkan benalu orang mulyono,   hukum mati korupsi singkirkan benalu orang mulyono,"['hukum', 'mati', 'korupsi', 'singkirkan', 'benalu', 'orang', 'mulyono']",hukum mati korupsi singkirkan benalu orang mulyono,hukum mati korupsi singkirkan benalu orang mulyono,hukum mati korupsi singkir benalu orang mulyono
Inilah mengapa gw getol supaya yg di atas itu ngalirin duit ke bawah sebenernya yg di bilang Prabowo tentang bangsa besar itu Gk salah kita bisa jadikan 300juta rakyat kita sebagai market sendiri Al hasil gk bergantung sama export luar negeri jdi tahan banting klo dunia krisis,Inilah mengapa gw getol supaya yg di atas itu ngalirin duit ke bawah sebenernya yg di bilang Prabowo tentang bangsa besar itu Gk salah kita bisa jadikan juta rakyat kita sebagai market sendiri Al hasil gk bergantung sama export luar negeri jdi tahan banting klo dunia krisis,inilah mengapa gw getol supaya yg di atas itu ngalirin duit ke bawah sebenernya yg di bilang prabowo tentang bangsa besar itu gk salah kita bisa jadikan juta rakyat kita sebagai market sendiri al hasil gk bergantung sama export luar negeri jdi tahan banting klo dunia krisis,"['inilah', 'mengapa', 'gw', 'getol', 'supaya', 'yg', 'di', 'atas', 'itu', 'ngalirin', 'duit', 'ke', 'bawah', 'sebenernya', 'yg', 'di', 'bilang', 'prabowo', 'tentang', 'bangsa', 'besar', 'itu', 'gk', 'salah', 'kita', 'bisa', 'jadikan', 'juta', 'rakyat', 'kita', 'sebagai', 'market', 'sendiri', 'al', 'hasil', 'gk', 'bergantung', 'sama', 'export', 'luar', 'negeri', 'jdi', 'tahan', 'banting', 'klo', 'dunia', 'krisis']",inilah mengapa gue getol supaya yang di atas itu ngalirin duit ke bawah sebenarnya yang di bilang prabowo tentang bangsa besar itu tidak salah kita bisa jadikan juta rakyat kita sebagai market sendiri al hasil tidak bergantung sama export luar negeri jadi tahan banting kalau dunia krisis,inilah getol atas ngalirin duit bawah sebenarnya bilang prabowo bangsa besar salah jadikan juta rakyat market sendiri al hasil bergantung sama export luar negeri jadi tahan banting kalau dunia krisis,ini getol atas ngalirin duit bawah benar bilang prabowo bangsa besar salah jadi juta rakyat market sendiri al hasil gantung sama export luar negeri jadi tahan banting kalau dunia krisis
@Intel_Imut @prabowo Stok beras d Bulog 4 juta ton bukan hasil dari panen petani Indonesia Itu adalah hasil dari import setelah pemilu dan d timbun,  Stok beras d Bulog  juta ton bukan hasil dari panen petani Indonesia Itu adalah hasil dari import setelah pemilu dan d timbun,  stok beras d bulog  juta ton bukan hasil dari panen petani indonesia itu adalah hasil dari import setelah pemilu dan d timbun,"['stok', 'beras', 'd', 'bulog', 'juta', 'ton', 'bukan', 'hasil', 'dari', 'panen', 'petani', 'indonesia', 'itu', 'adalah', 'hasil', 'dari', 'import', 'setelah', 'pemilu', 'dan', 'd', 'timbun']",stok beras di bulog juta ton bukan hasil dari panen petani indonesia itu adalah hasil dari import setelah pemilu dan di timbun,stok beras bulog juta ton bukan hasil panen petani indonesia hasil import pemilu timbun,stok beras bulog juta ton bukan hasil panen tani indonesia hasil import milu timbun
@GenZNusantara Presiden Prabowo fokus gebrakan yang manfaatnya langsung ke anak bangsa, Presiden Prabowo fokus gebrakan yang manfaatnya langsung ke anak bangsa, presiden prabowo fokus gebrakan yang manfaatnya langsung ke anak bangsa,"['presiden', 'prabowo', 'fokus', 'gebrakan', 'yang', 'manfaatnya', 'langsung', 'ke', 'anak', 'bangsa']",presiden prabowo fokus gebrakan yang manfaatnya langsung ke anak bangsa,presiden prabowo fokus gebrakan manfaatnya langsung anak bangsa,presiden prabowo fokus gebrak manfaat langsung anak bangsa
@KotaNusantara Langkah Presiden Prabowo bener-bener bikin rakyat makin peduli sama prioritas kesehatan, Langkah Presiden Prabowo benerbener bikin rakyat makin peduli sama prioritas kesehatan, langkah presiden prabowo benerbener bikin rakyat makin peduli sama prioritas kesehatan,"['langkah', 'presiden', 'prabowo', 'benerbener', 'bikin', 'rakyat', 'makin', 'peduli', 'sama', 'prioritas', 'kesehatan']",langkah presiden prabowo benerbener bikin rakyat makin peduli sama prioritas kesehatan,langkah presiden prabowo benerbener bikin rakyat makin peduli sama prioritas kesehatan,langkah presiden prabowo benerbener bikin rakyat makin peduli sama prioritas sehat
@AsepWitoko @kemlonih 22 nya cakep sih om.. Cuman kalah tenaga kayaknya ,   nya cakep sih om Cuman kalah tenaga kayaknya ,   nya cakep sih om cuman kalah tenaga kayaknya ,"['nya', 'cakep', 'sih', 'om', 'cuman', 'kalah', 'tenaga', 'kayaknya']",ya cakep sih om cuman kalah tenaga kayaknya,cakep cuman kalah tenaga kayaknya,cakep cuman kalah tenaga kayak
@Intel_Imut @prabowo Kirain akun Genjik ini pinter ternyata tolol Sejak kapan dari era si Kowi petani asli Indonesia mencapai hal kaya gini ,  Kirain akun Genjik ini pinter ternyata tolol Sejak kapan dari era si Kowi petani asli Indonesia mencapai hal kaya gini ,  kirain akun genjik ini pinter ternyata tolol sejak kapan dari era si kowi petani asli indonesia mencapai hal kaya gini ,"['kirain', 'akun', 'genjik', 'ini', 'pinter', 'ternyata', 'tolol', 'sejak', 'kapan', 'dari', 'era', 'si', 'kowi', 'petani', 'asli', 'indonesia', 'mencapai', 'hal', 'kaya', 'gini']",mengira akun genjik ini pintar ternyata tolol sejak kapan dari era sih kowi petani asli indonesia mencapai hal kayak begini,mengira akun genjik pintar ternyata tolol sejak kapan era kowi petani asli indonesia mencapai kayak begini,ira akun genjik pintar nyata tolol sejak kapan era kowi tani asli indonesia capai kayak begini
@CNNIndonesia sampah receh doang yg di cari kpk ya sekarang @KPK_RI mendingan dibubarkan saja ngabis2in anggaran ga guna ga ada fungsi . ketuanya yg polisi pemeras itu aja ga ada kabar beritanya @prabowo atau @jokowi yang beking hingga hukum ga bisa di tegak kan, sampah receh doang yg di cari kpk ya sekarang  mendingan dibubarkan saja ngabisin anggaran ga guna ga ada fungsi  ketuanya yg polisi pemeras itu aja ga ada kabar beritanya  atau  yang beking hingga hukum ga bisa di tegak kan, sampah receh doang yg di cari kpk ya sekarang  mendingan dibubarkan saja ngabisin anggaran ga guna ga ada fungsi  ketuanya yg polisi pemeras itu aja ga ada kabar beritanya  atau  yang beking hingga hukum ga bisa di tegak kan,"['sampah', 'receh', 'doang', 'yg', 'di', 'cari', 'kpk', 'ya', 'sekarang', 'mendingan', 'dibubarkan', 'saja', 'ngabisin', 'anggaran', 'ga', 'guna', 'ga', 'ada', 'fungsi', 'ketuanya', 'yg', 'polisi', 'pemeras', 'itu', 'aja', 'ga', 'ada', 'kabar', 'beritanya', 'atau', 'yang', 'beking', 'hingga', 'hukum', 'ga', 'bisa', 'di', 'tegak', 'kan']",sampah receh doang yang di cari kpk ya sekarang mendingan dibubarkan saja ngabisin anggaran tidak guna tidak ada fungsi ketuanya yang polisi pemeras itu saja tidak ada kabar beritanya atau yang beking hingga hukum tidak bisa di tegak kan,sampah receh doang cari kpk sekarang mendingan dibubarkan ngabisin anggaran fungsi ketuanya polisi pemeras kabar beritanya beking hingga hukum tegak kan,sampah receh doang cari kpk sekarang mending bubar ngabisin anggar fungsi ketua polisi peras kabar berita beking hingga hukum tegak kan
@JedTeguh03 Presiden Prabowo emang nggak setengah hati kalau udah soal dukung program CKG mantap banget, Presiden Prabowo emang nggak setengah hati kalau udah soal dukung program CKG mantap banget, presiden prabowo emang nggak setengah hati kalau udah soal dukung program ckg mantap banget,"['presiden', 'prabowo', 'emang', 'nggak', 'setengah', 'hati', 'kalau', 'udah', 'soal', 'dukung', 'program', 'ckg', 'mantap', 'banget']",presiden prabowo memang tidak setengah hati kalau sudah soal dukung program ckg mantap banget,presiden prabowo memang setengah hati kalau soal dukung program ckg mantap banget,presiden prabowo memang tengah hati kalau soal dukung program ckg mantap banget
@FrediRandi4 Generasi milenial dan Gen Z makin pede menatap masa depan Joint Fund Danantara sukses hasilkan gebrakan bersama Presiden Prabowo, Generasi milenial dan Gen Z makin pede menatap masa depan Joint Fund Danantara sukses hasilkan gebrakan bersama Presiden Prabowo, generasi milenial dan gen z makin pede menatap masa depan joint fund danantara sukses hasilkan gebrakan bersama presiden prabowo,"['generasi', 'milenial', 'dan', 'gen', 'z', 'makin', 'pede', 'menatap', 'masa', 'depan', 'joint', 'fund', 'danantara', 'sukses', 'hasilkan', 'gebrakan', 'bersama', 'presiden', 'prabowo']",generasi milenial dan gen saja makin menatap masa depan joint fund danantara sukses hasilkan gebrakan bersama presiden prabowo,generasi milenial gen makin menatap masa depan joint fund danantara sukses hasilkan gebrakan bersama presiden prabowo,generasi milenial gen makin tatap masa depan joint fund danantara sukses hasil gebrak sama presiden prabowo
@6undul0h Kasih nyaho @prabowo, Kasih nyaho , kasih nyaho ,"['kasih', 'nyaho']",kasih nyaho,kasih nyaho,kasih nyaho
@jokowi @UGMYogyakarta @prabowo @DediMulyadi71 ⭐️ Situasi Ekonomi secara keseluruhan sangat berat di masyarakat juga korporasi ini akan menimbulkan mainan di sisi politik Hal tercepat Pembangunan Infrastruktur kawasan-kawasan ekonomi harus digerakkan #IbuPertiwi ,     Situasi Ekonomi secara keseluruhan sangat berat di masyarakat juga korporasi ini akan menimbulkan mainan di sisi politik Hal tercepat Pembangunan Infrastruktur kawasankawasan ekonomi harus digerakkan  ,     situasi ekonomi secara keseluruhan sangat berat di masyarakat juga korporasi ini akan menimbulkan mainan di sisi politik hal tercepat pembangunan infrastruktur kawasankawasan ekonomi harus digerakkan  ,"['situasi', 'ekonomi', 'secara', 'keseluruhan', 'sangat', 'berat', 'di', 'masyarakat', 'juga', 'korporasi', 'ini', 'akan', 'menimbulkan', 'mainan', 'di', 'sisi', 'politik', 'hal', 'tercepat', 'pembangunan', 'infrastruktur', 'kawasankawasan', 'ekonomi', 'harus', 'digerakkan']",situasi ekonomi secara keseluruhan sangat berat di masyarakat juga korporasi ini akan menimbulkan mainan di sisi politik hal tercepat pembangunan infrastruktur kawasankawasan ekonomi harus digerakkan,situasi ekonomi keseluruhan sangat berat masyarakat korporasi menimbulkan mainan sisi politik tercepat pembangunan infrastruktur kawasankawasan ekonomi digerakkan,situasi ekonomi seluruh sangat berat masyarakat korporasi timbul main sisi politik cepat bangun infrastruktur kawasankawasan ekonomi gerak
@KangManto123 @gibran_tweet @prabowo Jng demo doank gantung fufufafa dimonas,   Jng demo doank gantung fufufafa dimonas,   jng demo doank gantung fufufafa dimonas,"['jng', 'demo', 'doank', 'gantung', 'fufufafa', 'dimonas']",jangan demo doang gantung fufufafa dimonas,jangan demo doang gantung fufufafa dimonas,jangan demo doang gantung fufufafa dimonas
@SianiparRismon Pratikno : aku mah anak buah jokowi hanya saja saat ini atasan saya itu prabowo dan bosnya prabowo itu jokowi, Pratikno  aku mah anak buah jokowi hanya saja saat ini atasan saya itu prabowo dan bosnya prabowo itu jokowi, pratikno  aku mah anak buah jokowi hanya saja saat ini atasan saya itu prabowo dan bosnya prabowo itu jokowi,"['pratikno', 'aku', 'mah', 'anak', 'buah', 'jokowi', 'hanya', 'saja', 'saat', 'ini', 'atasan', 'saya', 'itu', 'prabowo', 'dan', 'bosnya', 'prabowo', 'itu', 'jokowi']",pratikno aku mah anak buah jokowi hanya saja saat ini atasan saya itu prabowo dan bosnya prabowo itu jokowi,pratikno aku mah anak buah jokowi atasan prabowo bosnya prabowo jokowi,pratikno aku mah anak buah jokowi atas prabowo bos prabowo jokowi
@kompascom Bagaimana nih @DivHumas_Polri CC: @ListyoSigitP @budigunawan_ @prabowo Mana Motto Polri : Melindungi dan Melayani Masyarakat, Bagaimana nih  CC    Mana Motto Polri  Melindungi dan Melayani Masyarakat, bagaimana nih  cc    mana motto polri  melindungi dan melayani masyarakat,"['bagaimana', 'nih', 'cc', 'mana', 'motto', 'polri', 'melindungi', 'dan', 'melayani', 'masyarakat']",bagaimana nih cc mana motto polri melindungi dan melayani masyarakat,bagaimana cc mana motto polri melindungi melayani masyarakat,bagaimana cc mana motto polri lindung layan masyarakat
@MasPe_22 Presiden Prabowo percaya pada potensi MBG semangat terus buat semua tim di lapangan, Presiden Prabowo percaya pada potensi MBG semangat terus buat semua tim di lapangan, presiden prabowo percaya pada potensi mbg semangat terus buat semua tim di lapangan,"['presiden', 'prabowo', 'percaya', 'pada', 'potensi', 'mbg', 'semangat', 'terus', 'buat', 'semua', 'tim', 'di', 'lapangan']",presiden prabowo percaya pada potensi mbak semangat terus buat semua tim di lapangan,presiden prabowo percaya potensi semangat terus buat semua tim lapangan,presiden prabowo percaya potensi semangat terus buat semua tim lapang
@KotaNusantara Nggak ada alasan malas cek kesehatan Presiden Prabowo udah jadi garda depan perubahan, Nggak ada alasan malas cek kesehatan Presiden Prabowo udah jadi garda depan perubahan, nggak ada alasan malas cek kesehatan presiden prabowo udah jadi garda depan perubahan,"['nggak', 'ada', 'alasan', 'malas', 'cek', 'kesehatan', 'presiden', 'prabowo', 'udah', 'jadi', 'garda', 'depan', 'perubahan']",tidak ada alasan malas cek kesehatan presiden prabowo sudah jadi garda depan perubahan,alasan malas cek kesehatan presiden prabowo jadi garda depan perubahan,alas malas cek sehat presiden prabowo jadi garda depan ubah
@kemlonih Yeay dapet kiriman karipap nih dari om Kemlon , Yeay dapet kiriman karipap nih dari om Kemlon , yeay dapet kiriman karipap nih dari om kemlon ,"['yeay', 'dapet', 'kiriman', 'karipap', 'nih', 'dari', 'om', 'kemlon']",yeay dapat kiriman karipap nih dari om kemlon,yeay kiriman karipap kemlon,yeay kirim karipap kemlon
@FrediRandi4 Presiden Prabowo bikin publik makin optimis soal pembaruan hukum dan pelaksanaan KUHP 2026, Presiden Prabowo bikin publik makin optimis soal pembaruan hukum dan pelaksanaan KUHP , presiden prabowo bikin publik makin optimis soal pembaruan hukum dan pelaksanaan kuhp ,"['presiden', 'prabowo', 'bikin', 'publik', 'makin', 'optimis', 'soal', 'pembaruan', 'hukum', 'dan', 'pelaksanaan', 'kuhp']",presiden prabowo bikin publik makin optimis soal pembaruan hukum dan pelaksanaan kuhp,presiden prabowo bikin publik makin optimis soal pembaruan hukum pelaksanaan kuhp,presiden prabowo bikin publik makin optimis soal baru hukum laksana kuhp
@reaareaa__ Berkat Presiden Prabowo Danantara berani tampil beda di panggung nasional, Berkat Presiden Prabowo Danantara berani tampil beda di panggung nasional, berkat presiden prabowo danantara berani tampil beda di panggung nasional,"['berkat', 'presiden', 'prabowo', 'danantara', 'berani', 'tampil', 'beda', 'di', 'panggung', 'nasional']",berkat presiden prabowo danantara berani tampil beda di panggung nasional,berkat presiden prabowo danantara berani tampil beda panggung nasional,berkat presiden prabowo danantara berani tampil beda panggung nasional
